'abskons?..e.1',       'soederwall_main' 
'*nudder..e.1',       'soederwall_supp' 
'*nuvarande?..e.1',       'soederwall_supp' 
'*nyafhuggin..e.1',       'soederwall_supp' 
'*nybola..e.1',       'soederwall_supp' 
'*nybryta..e.1',       'soederwall_supp' 
'*nybyriande..e.1',       'soederwall_supp' 
'*nybötter?..e.1',       'soederwall_supp' 
'*nydagher..e.1',       'soederwall_supp' 
'*nydöpter..e.1',       'soederwall_supp' 
'*nyefund..e.1',       'soederwall_supp' 
'*nygger?..e.1',       'soederwall_supp' 
'*nygiordher..e.1',       'soederwall_supp' 
'*nyhet..e.1',       'soederwall_supp' 
'*nykilpika..e.1',       'soederwall_supp' 
'*nykkia..e.1',       'soederwall_supp' 
'*nykomande..e.1',       'soederwall_supp' 
'*nyköpter..e.1',       'soederwall_supp' 
'*nylands_brädhe..e.1',       'soederwall_supp' 
'*nyliker..e.1',       'soederwall_supp' 
'*nyläggia..e.1',       'soederwall_supp' 
'*nyländare..e.1',       'soederwall_supp' 
'*nyländinge..e.1',       'soederwall_supp' 
'*nyländinger..e.1',       'soederwall_supp' 
'*nyländsker..e.1',       'soederwall_supp' 
'*nylärdomber..e.1',       'soederwall_supp' 
'*nymane..e.1',       'soederwall_supp' 
'*nymolkadher..e.1',       'soederwall_supp' 
'*nymuradher..e.1',       'soederwall_supp' 
'*nyrimadher..e.1',       'soederwall_supp' 
'*nyrudder..e.1',       'soederwall_supp' 
'*nyrökter..e.1',       'soederwall_supp' 
'*nysatter..e.1',       'soederwall_supp' 
'*nyskoa..e.1',       'soederwall_supp' 
'*nyskorin..e.1',       'soederwall_supp' 
'*nyslaghin..e.1',       'soederwall_supp' 
'*nystekter..e.1',       'soederwall_supp' 
'*nystripter..e.1',       'soederwall_supp' 
'*nytidhing..e.1',       'soederwall_supp' 
'*nytunnadher..e.1',       'soederwall_supp' 
'*nyumvänder..e.1',       'soederwall_supp' 
'*nyupstandin..e.1',       'soederwall_supp' 
'*nyuptakin..e.1',       'soederwall_supp' 
'*nyvaxin..e.1',       'soederwall_supp' 
'*nyvirdha..e.1',       'soederwall_supp' 
'*nyväxter..e.1',       'soederwall_supp' 
'*näbfäste..e.1',       'soederwall_supp' 
'*nädh..e.1',       'soederwall_supp' 
'*näfpänningar..e.1',       'soederwall_supp' 
'*näfsare..e.1',       'soederwall_supp' 
'*näktergali..e.1',       'soederwall_supp' 
'*näktilse..e.1',       'soederwall_supp' 
'*nälkas..e.1',       'soederwall_supp' 
'*nämdman..e.1',       'soederwall_supp' 
'*nämneliker..e.1',       'soederwall_supp' 
'*nämnilse..e.1',       'soederwall_supp' 
'*nämogher..e.1',       'soederwall_supp' 
'*nämol..e.1',       'soederwall_supp' 
'*näpta..e.1',       'soederwall_supp' 
'*närdisklakan..e.1',       'soederwall_supp' 
'*närganga..e.1',       'soederwall_supp' 
'*närgangol..e.1',       'soederwall_supp' 
'*närskadha..e.1',       'soederwall_supp' 
'*närstandilse..e.1',       'soederwall_supp' 
'*närvarande..e.1',       'soederwall_supp' 
'*näse..e.1',       'soederwall_supp' 
'*nästaboande..e.1',       'soederwall_supp' 
'*nästborin..e.1',       'soederwall_supp' 
'*näste..e.1',       'soederwall_supp' 
'*nästefinger..e.1',       'soederwall_supp' 
'*nästkomin..e.1',       'soederwall_supp' 
'*nätbindare..e.1',       'soederwall_supp' 
'*nätia..e.1',       'soederwall_supp' 
'*nävagiäld..e.1',       'soederwall_supp' 
'*näverklovi..e.1',       'soederwall_supp' 
'*nävervräkare..e.1',       'soederwall_supp' 
'*näver..e.1',       'soederwall_supp' 
'*nödhgare..e.1',       'soederwall_supp' 
'*nödhoghgodher..e.1',       'soederwall_supp' 
'*nödhstälter..e.1',       'soederwall_supp' 
'*nödhthorfteliker..e.1',       'soederwall_supp' 
'*nödhthorftelikhet..e.1',       'soederwall_supp' 
'*nödhthorftogher..e.1',       'soederwall_supp' 
'*nödhvräka..e.1',       'soederwall_supp' 
'*nödhväria..e.1',       'soederwall_supp' 
'*nödhvärn..e.1',       'soederwall_supp' 
'*nögha..e.1',       'soederwall_supp' 
'*nögheliker..e.1',       'soederwall_supp' 
'*nöghsamlikit..e.1',       'soederwall_supp' 
'*nöpa..e.1',       'soederwall_supp' 
'*nörrabutnlax..e.1',       'soederwall_supp' 
'*nörrabutnresa..e.1',       'soederwall_supp' 
'*nötkiöt..e.1',       'soederwall_supp' 
'*o..e.1',       'soederwall_supp' 
'*o-..e.1',       'soederwall_supp' 
'*oafladher..e.1',       'soederwall_supp' 
'*oafskrapeliker..e.1',       'soederwall_supp' 
'*oaterlönter..e.1',       'soederwall_supp' 
'*oatskiliandis..e.1',       'soederwall_supp' 
'*oatskilnadher..e.1',       'soederwall_supp' 
'*oatskipteliker..e.1',       'soederwall_supp' 
'*oatskipter..e.1',       'soederwall_supp' 
'*oatskötande..e.1',       'soederwall_supp' 
'*obebrevadher..e.1',       'soederwall_supp' 
'*obegivin..e.1',       'soederwall_supp' 
'*obegriplikhet..e.1',       'soederwall_supp' 
'*obehaghliker..e.1',       'soederwall_supp' 
'*obehörliker..e.1',       'soederwall_supp' 
'*obeknipin..e.1',       'soederwall_supp' 
'*obenämder..e.1',       'soederwall_supp' 
'*obeqvämas..e.1',       'soederwall_supp' 
'*obeqvämin..e.1',       'soederwall_supp' 
'*obeqvämlikhet..e.1',       'soederwall_supp' 
'*oberadhlika..e.1',       'soederwall_supp' 
'*oberedder..e.1',       'soederwall_supp' 
'*obesatter..e.1',       'soederwall_supp' 
'*obesighladher..e.1',       'soederwall_supp' 
'*obeskatteliker..e.1',       'soederwall_supp' 
'*obesmittelika..e.1',       'soederwall_supp' 
'*obesmitteliker..e.1',       'soederwall_supp' 
'*obesmittilse..e.1',       'soederwall_supp' 
'*obespisadher..e.1',       'soederwall_supp' 
'*obestandeliker..e.1',       'soederwall_supp' 
'*obestandoghet..e.1',       'soederwall_supp' 
'*obesuten..e.1',       'soederwall_supp' 
'*obethänkliker..e.1',       'soederwall_supp' 
'*obevisliker..e.1',       'soederwall_supp' 
'*obezladher..e.1',       'soederwall_supp' 
'*obidheliker..e.1',       'soederwall_supp' 
'*obidhelikhet?..e.1',       'soederwall_supp' 
'*obisprakadher..e.1',       'soederwall_supp' 
'*oblidheliker..e.1',       'soederwall_supp' 
'*oblidhka..e.1',       'soederwall_supp' 
'*obligera..e.1',       'soederwall_supp' 
'*oblokkadher..e.1',       'soederwall_supp' 
'*oblyghdh..e.1',       'soederwall_supp' 
'*obortskipadher..e.1',       'soederwall_supp' 
'*obota..e.1',       'soederwall_supp' 
'*obrukadher..e.1',       'soederwall_supp' 
'*obrutlikhet..e.1',       'soederwall_supp' 
'*obyrdhelika?..e.1',       'soederwall_supp' 
'*obyrdhogher..e.1',       'soederwall_supp' 
'*obödhigher..e.1',       'soederwall_supp' 
'*obögheliker..e.1',       'soederwall_supp' 
'*oböghelikhet..e.1',       'soederwall_supp' 
'*obörlika..e.1',       'soederwall_supp' 
'*odeladher..e.1',       'soederwall_supp' 
'*odiur..e.1',       'soederwall_supp' 
'*odonde..e.1',       'soederwall_supp' 
'*odrupin..e.1',       'soederwall_supp' 
'*odulder..e.1',       'soederwall_supp' 
'*odygdhis_man..e.1',       'soederwall_supp' 
'*odyrkadher..e.1',       'soederwall_supp' 
'*odädhe..e.1',       'soederwall_supp' 
'*odhinskarl..e.1',       'soederwall_supp' 
'*ofal..e.1',       'soederwall_supp' 
'*ofal..e.2',       'soederwall_supp' 
'*ofannoghet..e.1',       'soederwall_supp' 
'*ofarar..e.1',       'soederwall_supp' 
'*ofdirve..e.1',       'soederwall_supp' 
'*ofeghdhadher..e.1',       'soederwall_supp' 
'*ofeladher..e.1',       'soederwall_supp' 
'*offerstokker..e.1',       'soederwall_supp' 
'*officera..e.1',       'soederwall_supp' 
'*official..e.1',       'soederwall_supp' 
'*ofinneliker..e.1',       'soederwall_supp' 
'*ofiädhradher..e.1',       'soederwall_supp' 
'*ofiälladher..e.1',       'soederwall_supp' 
'*oflyliker..e.1',       'soederwall_supp' 
'*ofläghin?..e.1',       'soederwall_supp' 
'*oforganglikhet..e.1',       'soederwall_supp' 
'*oforgiordher..e.1',       'soederwall_supp' 
'*oforhindradher..e.1',       'soederwall_supp' 
'*oforlateliker..e.1',       'soederwall_supp' 
'*oforlösliker..e.1',       'soederwall_supp' 
'*ofornumsteliker..e.1',       'soederwall_supp' 
'*ofornumstoghet..e.1',       'soederwall_supp' 
'*oforpantadher..e.1',       'soederwall_supp' 
'*oforräknadher..e.1',       'soederwall_supp' 
'*oforskikkadher..e.1',       'soederwall_supp' 
'*oforskingradher..e.1',       'soederwall_supp' 
'*oforskyldeliker..e.1',       'soederwall_supp' 
'*oforstandeliker..e.1',       'soederwall_supp' 
'*oforstandogher..e.1',       'soederwall_supp' 
'*oforsumandis..e.1',       'soederwall_supp' 
'*oforsumelika..e.1',       'soederwall_supp' 
'*oforsumeliker..e.1',       'soederwall_supp' 
'*oforsunder..e.1',       'soederwall_supp' 
'*oforsynlika..e.1',       'soederwall_supp' 
'*ofortaladher..e.1',       'soederwall_supp' 
'*oforvar..e.1',       'soederwall_supp' 
'*oforveghradher..e.1',       'soederwall_supp' 
'*oforvägheliker..e.1',       'soederwall_supp' 
'*oforväghian..e.1',       'soederwall_supp' 
'*oforvänder..e.1',       'soederwall_supp' 
'*oframfarliker..e.1',       'soederwall_supp' 
'*ofridhogher..e.1',       'soederwall_supp' 
'*ofridhsamber..e.1',       'soederwall_supp' 
'*ofsior?..e.1',       'soederwall_supp' 
'*ofskämmeliker..e.1',       'soederwall_supp' 
'*ofstygger..e.1',       'soederwall_supp' 
'*oftröst..e.1',       'soederwall_supp' 
'*oftrösta..e.1',       'soederwall_supp' 
'*oftröstan..e.1',       'soederwall_supp' 
'*ofulbordheliker..e.1',       'soederwall_supp' 
'*ofulbordhelikhet..e.1',       'soederwall_supp' 
'*ofulbordhogher..e.1',       'soederwall_supp' 
'*ofulbyrdhogher..e.1',       'soederwall_supp' 
'*ofunnin..e.1',       'soederwall_supp' 
'*ofvädher..e.1',       'soederwall_supp' 
'*ofväl..e.1',       'soederwall_supp' 
'*ofärmder..e.1',       'soederwall_supp' 
'*ogenomgangliker..e.1',       'soederwall_supp' 
'*ogrundeliker..e.1',       'soederwall_supp' 
'*ogräsan..e.1',       'soederwall_supp' 
'*ogödder..e.1',       'soederwall_supp' 
'*ogönstelika..e.1',       'soederwall_supp' 
'*ogönsteliker..e.1',       'soederwall_supp' 
'*oghna..e.1',       'soederwall_supp' 
'*ohandladher..e.1',       'soederwall_supp' 
'*ohelsamliker..e.1',       'soederwall_supp' 
'*ohemelika..e.1',       'soederwall_supp' 
'*ohemeliker..e.1',       'soederwall_supp' 
'*ohinderlika..e.1',       'soederwall_supp' 
'*ohuggin..e.1',       'soederwall_supp' 
'*ohvil..e.1',       'soederwall_supp' 
'*ohylde..e.1',       'soederwall_supp' 
'*ohäghnadher..e.1',       'soederwall_supp' 
'*ohändeliker?..e.1',       'soederwall_supp' 
'*ohändogher..e.1',       'soederwall_supp' 
'*oidher..e.1',       'soederwall_supp' 
'*oigenkallande..e.1',       'soederwall_supp' 
'*oivirgangliker..e.1',       'soederwall_supp' 
'*oivirskorin..e.1',       'soederwall_supp' 
'*oivirvinneliker..e.1',       'soederwall_supp' 
'*oivirvunnin..e.1',       'soederwall_supp' 
'*oiämkadher..e.1',       'soederwall_supp' 
'*oiämlika..e.1',       'soederwall_supp' 
'*oiävande..e.1',       'soederwall_supp' 
'*oka..e.1',       'soederwall_supp' 
'*oklaghadher..e.1',       'soederwall_supp' 
'*oklankande..e.1',       'soederwall_supp' 
'*oklar..e.1',       'soederwall_supp' 
'*oklipter..e.1',       'soederwall_supp' 
'*okompanar..e.1',       'soederwall_supp' 
'*okonstogher..e.1',       'soederwall_supp' 
'*okristeliker..e.1',       'soederwall_supp' 
'*okränklikhet..e.1',       'soederwall_supp' 
'*okysklika..e.1',       'soederwall_supp' 
'*okämbadher..e.1',       'soederwall_supp' 
'*okännelika..e.1',       'soederwall_supp' 
'*okänneliker..e.1',       'soederwall_supp' 
'*okärleker..e.1',       'soederwall_supp' 
'*ol..e.1',       'soederwall_supp' 
'*olaghdher..e.1',       'soederwall_supp' 
'*olatogher..e.1',       'soederwall_supp' 
'*olavi..e.1',       'soederwall_supp' 
'*oledh..e.1',       'soederwall_supp' 
'*oleghdher..e.1',       'soederwall_supp' 
'*oletliker..e.1',       'soederwall_supp' 
'*olikadher?..e.1',       'soederwall_supp' 
'*olilse..e.1',       'soederwall_supp' 
'*oliter..e.1',       'soederwall_supp' 
'*olmässa..e.1',       'soederwall_supp' 
'*olydhnan..e.1',       'soederwall_supp' 
'*olykkosamber..e.1',       'soederwall_supp' 
'*olänge..e.1',       'soederwall_supp' 
'*olösande..e.1',       'soederwall_supp' 
'*omakande..e.1',       'soederwall_supp' 
'*omaktogher..e.1',       'soederwall_supp' 
'*omanlikhet..e.1',       'soederwall_supp' 
'*omatans..e.1',       'soederwall_supp' 
'*ominskadher..e.1',       'soederwall_supp' 
'*omiskunsamlikhet..e.1',       'soederwall_supp' 
'*omistande..e.1',       'soederwall_supp' 
'*omistelika..e.1',       'soederwall_supp' 
'*omägdh..e.1',       'soederwall_supp' 
'*omälelikhet..e.1',       'soederwall_supp' 
'*omälter..e.1',       'soederwall_supp' 
'*omätin..e.1',       'soederwall_supp' 
'*ondlive..e.1',       'soederwall_supp' 
'*ondnas..e.1',       'soederwall_supp' 
'*onekt?..e.1',       'soederwall_supp' 
'*onfälle..e.1',       'soederwall_supp' 
'*onradh?..e.1',       'soederwall_supp' 
'*onsk..e.1',       'soederwall_supp' 
'*onska..e.1',       'soederwall_supp' 
'*onst_gul?..e.1',       'soederwall_supp' 
'*onäktagärning..e.1',       'soederwall_supp' 
'*onämneliker..e.1',       'soederwall_supp' 
'*oopinbaradher..e.1',       'soederwall_supp' 
'*opantadher..e.1',       'soederwall_supp' 
'*opinbarahet..e.1',       'soederwall_supp' 
'*opinbaran..e.1',       'soederwall_supp' 
'*opinbarare..e.1',       'soederwall_supp' 
'*opinbarhet..e.1',       'soederwall_supp' 
'*opinbarlikhet..e.1',       'soederwall_supp' 
'*opinkapa?..e.1',       'soederwall_supp' 
'*opinlika..e.1',       'soederwall_supp' 
'*opinlikhet..e.1',       'soederwall_supp' 
'*opinter..e.1',       'soederwall_supp' 
'*opliktadher..e.1',       'soederwall_supp' 
'*oplokkadher..e.1',       'soederwall_supp' 
'*oprydher..e.1',       'soederwall_supp' 
'*optarmerbemälter..e.1',       'soederwall_supp' 
'*oqvädhandis..e.1',       'soederwall_supp' 
'*oqvädhins..e.1',       'soederwall_supp' 
'*oradh..e.1',       'soederwall_supp' 
'*oradhan..e.1',       'soederwall_supp' 
'*oradder?..e.1',       'soederwall_supp' 
'*oransakliker..e.1',       'soederwall_supp' 
'*orappadher..e.1',       'soederwall_supp' 
'*ordineran..e.1',       'soederwall_supp' 
'*ordha..e.1',       'soederwall_supp' 
'*ordhförirska..e.1',       'soederwall_supp' 
'*ordhgardher..e.1',       'soederwall_supp' 
'*ordhmältogher..e.1',       'soederwall_supp' 
'*ordhstävi?..e.1',       'soederwall_supp' 
'*oredheliker..e.1',       'soederwall_supp' 
'*oredhelikhet..e.1',       'soederwall_supp' 
'*orensadher..e.1',       'soederwall_supp' 
'*orenska..e.1',       'soederwall_supp' 
'*orgrander..e.1',       'soederwall_supp' 
'*orghanista..e.1',       'soederwall_supp' 
'*orghelmästare..e.1',       'soederwall_supp' 
'*orhani..e.1',       'soederwall_supp' 
'*orhöna..e.1',       'soederwall_supp' 
'*orhöns..e.1',       'soederwall_supp' 
'*original..e.1',       'soederwall_supp' 
'*ormhuggin..e.1',       'soederwall_supp' 
'*ormskin..e.1',       'soederwall_supp' 
'*ormstungin..e.1',       'soederwall_supp' 
'*orosamlika..e.1',       'soederwall_supp' 
'*orost?..e.1',       'soederwall_supp' 
'*orrim?..e.1',       'soederwall_supp' 
'*ort..e.1',       'soederwall_supp' 
'*ortogh..e.1',       'soederwall_supp' 
'*oryggelika..e.1',       'soederwall_supp' 
'*oräntadher..e.1',       'soederwall_supp' 
'*orätfärdhoghet..e.1',       'soederwall_supp' 
'*oräthet..e.1',       'soederwall_supp' 
'*orätlikhet..e.1',       'soederwall_supp' 
'*orätta..e.1',       'soederwall_supp' 
'*orätta..e.2',       'soederwall_supp' 
'*orörlikhet..e.1',       'soederwall_supp' 
'*osaka..e.1',       'soederwall_supp' 
'*osakande..e.1',       'soederwall_supp' 
'*osalogher..e.1',       'soederwall_supp' 
'*osar..e.1',       'soederwall_supp' 
'*osidhlika..e.1',       'soederwall_supp' 
'*osighnadher..e.1',       'soederwall_supp' 
'*osiladher..e.1',       'soederwall_supp' 
'*oskapter..e.1',       'soederwall_supp' 
'*oskattadher?..e.1',       'soederwall_supp' 
'*oskikkadher..e.1',       'soederwall_supp' 
'*oskikkeliker..e.1',       'soederwall_supp' 
'*oskikkelikhet..e.1',       'soederwall_supp' 
'*oskiplika..e.1',       'soederwall_supp' 
'*oskir..e.1',       'soederwall_supp' 
'*oskrivin..e.1',       'soederwall_supp' 
'*oskrymtadher..e.1',       'soederwall_supp' 
'*oskrymteliker..e.1',       'soederwall_supp' 
'*oskulda..e.1',       'soederwall_supp' 
'*oskylda..e.1',       'soederwall_supp' 
'*oskynian..e.1',       'soederwall_supp' 
'*oskynielika..e.1',       'soederwall_supp' 
'*oskämder..e.1',       'soederwall_supp' 
'*oskärliker..e.1',       'soederwall_supp' 
'*osköta..e.1',       'soederwall_supp' 
'*osliteliker..e.1',       'soederwall_supp' 
'*oslätadher..e.1',       'soederwall_supp' 
'*oslätter..e.1',       'soederwall_supp' 
'*oslögher..e.1',       'soederwall_supp' 
'*osmakande..e.1',       'soederwall_supp' 
'*osmakliker..e.1',       'soederwall_supp' 
'*osmidheliker..e.1',       'soederwall_supp' 
'*osmittan..e.1',       'soederwall_supp' 
'*osmittelikhet..e.1',       'soederwall_supp' 
'*osmittilse..e.1',       'soederwall_supp' 
'*osmittogher..e.1',       'soederwall_supp' 
'*osne?..e.1',       'soederwall_supp' 
'*ost..e.1',       'soederwall_supp' 
'*ostadder..e.1',       'soederwall_supp' 
'*ostikkadher..e.1',       'soederwall_supp' 
'*ostkaka..e.1',       'soederwall_supp' 
'*ostokkadher..e.1',       'soederwall_supp' 
'*ostulin..e.1',       'soederwall_supp' 
'*ostygger..e.1',       'soederwall_supp' 
'*osunder..e.1',       'soederwall_supp' 
'*osviklika..e.1',       'soederwall_supp' 
'*osälhet..e.1',       'soederwall_supp' 
'*otaladher..e.1',       'soederwall_supp' 
'*otalugher..e.1',       'soederwall_supp' 
'*oterskin..e.1',       'soederwall_supp' 
'*otilgangliker..e.1',       'soederwall_supp' 
'*otilgifliker..e.1',       'soederwall_supp' 
'*otimeliker..e.1',       'soederwall_supp' 
'*otoplopin..e.1',       'soederwall_supp' 
'*otroman..e.1',       'soederwall_supp' 
'*otröst..e.1',       'soederwall_supp' 
'*otröstan..e.1',       'soederwall_supp' 
'*otväkeliker..e.1',       'soederwall_supp' 
'*otämpradher..e.1',       'soederwall_supp' 
'*otämpran..e.1',       'soederwall_supp' 
'*otämpreliker..e.1',       'soederwall_supp' 
'*otämprelikhet..e.1',       'soederwall_supp' 
'*otämprering..e.1',       'soederwall_supp' 
'*otämpring..e.1',       'soederwall_supp' 
'otöker?..e.1',       'soederwall_supp' 
'*otömeliker..e.1',       'soederwall_supp' 
'*othakka..e.1',       'soederwall_supp' 
'*othanke..e.1',       'soederwall_supp' 
'*othiänliker..e.1',       'soederwall_supp' 
'*othröttosamber..e.1',       'soederwall_supp' 
'*othvaghin..e.1',       'soederwall_supp' 
'*othvungen..e.1',       'soederwall_supp' 
'*oumskiptelikhet..e.1',       'soederwall_supp' 
'*oumskipter..e.1',       'soederwall_supp' 
'*oundirstandeliker..e.1',       'soederwall_supp' 
'*ouplösliker..e.1',       'soederwall_supp' 
'*ouprättelika..e.1',       'soederwall_supp' 
'*outrönter..e.1',       'soederwall_supp' 
'*outthydheliker..e.1',       'soederwall_supp' 
'*ovalkadher..e.1',       'soederwall_supp' 
'*ovankar..e.1',       'soederwall_supp' 
'*ovankast..e.1',       'soederwall_supp' 
'*ovankomande..e.1',       'soederwall_supp' 
'*ovanskadher..e.1',       'soederwall_supp' 
'*ovanskeliker..e.1',       'soederwall_supp' 
'*ovan_vaxa..e.1',       'soederwall_supp' 
'*ovarla?..e.1',       'soederwall_supp' 
'*ovaskeliker..e.1',       'soederwall_supp' 
'*ove?..e.1',       'soederwall_supp' 
'*oviklika..e.1',       'soederwall_supp' 
'*ovikliker..e.1',       'soederwall_supp' 
'*ovilder..e.1',       'soederwall_supp' 
'*ovinnogher?..e.1',       'soederwall_supp' 
'*ovishet..e.1',       'soederwall_supp' 
'*ovisin..e.1',       'soederwall_supp' 
'*ovissa..e.1',       'soederwall_supp' 
'*ovisselika..e.1',       'soederwall_supp' 
'*oviterlika..e.1',       'soederwall_supp' 
'*ovitska..e.1',       'soederwall_supp' 
'*ovitskap..e.1',       'soederwall_supp' 
'*ovitughet..e.1',       'soederwall_supp' 
'*ovräkter..e.1',       'soederwall_supp' 
'*ovyrdhelika..e.1',       'soederwall_supp' 
'*ovyrdhin..e.1',       'soederwall_supp' 
'*oväghadher..e.1',       'soederwall_supp' 
'*ovälder..e.1',       'soederwall_supp' 
'*ovänias..e.1',       'soederwall_supp' 
'*ovänteliker..e.1',       'soederwall_supp' 
'*oväpnadher..e.1',       'soederwall_supp' 
'*oväpnter..e.1',       'soederwall_supp' 
'*ovärdhas..e.1',       'soederwall_supp' 
'*ovärdheliker..e.1',       'soederwall_supp' 
'*oxla_tan..e.1',       'soederwall_supp' 
'*oändelikhet..e.1',       'soederwall_supp' 
'*oändogher..e.1',       'soederwall_supp' 
'*oärlikhet..e.1',       'soederwall_supp' 
'*paakta..e.1',       'soederwall_supp' 
'*pabredha..e.1',       'soederwall_supp' 
'*pabryta..e.1',       'soederwall_supp' 
'*pabätring..e.1',       'soederwall_supp' 
'*pafalla..e.1',       'soederwall_supp' 
'*pafrestilse..e.1',       'soederwall_supp' 
'*paganga..e.1',       'soederwall_supp' 
'*pagement..e.1',       'soederwall_supp' 
'*pahani..e.1',       'soederwall_supp' 
'*pahöna..e.1',       'soederwall_supp' 
'*pahöns..e.1',       'soederwall_supp' 
'*pahöra..e.1',       'soederwall_supp' 
'*pakalla..e.1',       'soederwall_supp' 
'*pakasta..e.1',       'soederwall_supp' 
'*pakkare..e.1',       'soederwall_supp' 
'*paklanda..e.1',       'soederwall_supp' 
'*paklappa..e.1',       'soederwall_supp' 
'*pakning..e.1',       'soederwall_supp' 
'*pakära..e.1',       'soederwall_supp' 
'*pal..e.1',       'soederwall_supp' 
'palder?..e.1',       'soederwall_supp' 
'*palita..e.1',       'soederwall_supp' 
'*palmgren..e.1',       'soederwall_supp' 
'*palmlöghardagher..e.1',       'soederwall_supp' 
'*palsternakka..e.1',       'soederwall_supp' 
'*palthäster..e.1',       'soederwall_supp' 
'*paltogher..e.1',       'soederwall_supp' 
'*paludha..e.1',       'soederwall_supp' 
'*palvärke..e.1',       'soederwall_supp' 
'*palydha..e.1',       'soederwall_supp' 
'*panka..e.1',       'soederwall_supp' 
'*pantan..e.1',       'soederwall_supp' 
'*panthava..e.1',       'soederwall_supp' 
'*pantlata..e.1',       'soederwall_supp' 
'*pantoffel?..e.1',       'soederwall_supp' 
'*pantvisa?..e.1',       'soederwall_supp' 
'*panzarmakirska..e.1',       'soederwall_supp' 
'*papegoia..e.1',       'soederwall_supp' 
'*pardel..e.1',       'soederwall_supp' 
'*parfolk..e.1',       'soederwall_supp' 
'*parlagh..e.1',       'soederwall_supp' 
'*parluter..e.1',       'soederwall_supp' 
'*partluter..e.1',       'soederwall_supp' 
'*parttal..e.1',       'soederwall_supp' 
'*parver..e.1',       'soederwall_supp' 
'*pasaka..e.1',       'soederwall_supp' 
'*pasea..e.1',       'soederwall_supp' 
'*pasighia..e.1',       'soederwall_supp' 
'*paskikka..e.1',       'soederwall_supp' 
'*paskriva..e.1',       'soederwall_supp' 
'*passa..e.1',       'soederwall_supp' 
'*pastel..e.1',       'soederwall_supp' 
'*pastinata_rot..e.1',       'soederwall_supp' 
'*pastryka..e.1',       'soederwall_supp' 
'*pasätia..e.1',       'soederwall_supp' 
'*patalan..e.1',       'soederwall_supp' 
'*patena..e.1',       'soederwall_supp' 
'*patina..e.1',       'soederwall_supp' 
'*patinmakare..e.1',       'soederwall_supp' 
'*pathrängia..e.1',       'soederwall_supp' 
'*pathänkia..e.1',       'soederwall_supp' 
'*paunna..e.1',       'soederwall_supp' 
'*paveliker..e.1',       'soederwall_supp' 
'*paves..e.1',       'soederwall_supp' 
'*pavitna..e.1',       'soederwall_supp' 
'*pen..e.1',       'soederwall_supp' 
'*pergament..e.1',       'soederwall_supp' 
'*persika..e.1',       'soederwall_supp' 
'*pikka?..e.1',       'soederwall_supp' 
'*pilstikkare..e.1',       'soederwall_supp' 
'*pingiz_aptan..e.1',       'soederwall_supp' 
'pingste?..e.1',       'soederwall_supp' 
'*pinlikhet..e.1',       'soederwall_supp' 
'*pinsliker..e.1',       'soederwall_supp' 
'*pinzil..e.1',       'soederwall_supp' 
'*piparkaka..e.1',       'soederwall_supp' 
'*piparsylta..e.1',       'soederwall_supp' 
'*pipirska..e.1',       'soederwall_supp' 
'*pisselin..e.1',       'soederwall_supp' 
'*piuker..e.1',       'soederwall_supp' 
'*pita?..e.1',       'soederwall_supp' 
'*piältogher..e.1',       'soederwall_supp' 
'*piältotter..e.1',       'soederwall_supp' 
'*planera..e.1',       'soederwall_supp' 
'*planet..e.1',       'soederwall_supp' 
'*plantan..e.1',       'soederwall_supp' 
'plantare?..e.1',       'soederwall_supp' 
'*planteran..e.1',       'soederwall_supp' 
'*planterande..e.1',       'soederwall_supp' 
'*planterilse..e.1',       'soederwall_supp' 
'*plantering..e.1',       'soederwall_supp' 
'*planterning..e.1',       'soederwall_supp' 
'*plasterilse..e.1',       'soederwall_supp' 
'*plastran..e.1',       'soederwall_supp' 
'*plastring..e.1',       'soederwall_supp' 
'*plater..e.1',       'soederwall_supp' 
'*platter..e.1',       'soederwall_supp' 
'*pleting..e.1',       'soederwall_supp' 
'*plikt..e.1',       'soederwall_supp' 
'*pliktan..e.1',       'soederwall_supp' 
'*pliktlika..e.1',       'soederwall_supp' 
'*pliktoghet..e.1',       'soederwall_supp' 
'*pliteri..e.1',       'soederwall_supp' 
'*plokkeri..e.1',       'soederwall_supp' 
'*plugger..e.1',       'soederwall_supp' 
'*plump?..e.1',       'soederwall_supp' 
'*plundervara..e.1',       'soederwall_supp' 
'*pläghare..e.1',       'soederwall_supp' 
'*podaker..e.1',       'soederwall_supp' 
'*podangel..e.1',       'soederwall_supp' 
'*poet..e.1',       'soederwall_supp' 
'*poika..e.1',       'soederwall_supp' 
'*pokka..e.1',       'soederwall_supp' 
'*poliera..e.1',       'soederwall_supp' 
'*pomers..e.1',       'soederwall_supp' 
'*pomersker..e.1',       'soederwall_supp' 
'*pomeza..e.1',       'soederwall_supp' 
'*pomizera..e.1',       'soederwall_supp' 
'*popele..e.1',       'soederwall_supp' 
'*popeleon..e.1',       'soederwall_supp' 
'*popelträ..e.1',       'soederwall_supp' 
'*porsfrö..e.1',       'soederwall_supp' 
'*porsknoppa..e.1',       'soederwall_supp' 
'*porsöl..e.1',       'soederwall_supp' 
'*port..e.1',       'soederwall_supp' 
'portare?..e.1',       'soederwall_supp' 
'*portganger..e.1',       'soederwall_supp' 
'*porthvalf..e.1',       'soederwall_supp' 
'*portiärn..e.1',       'soederwall_supp' 
